TransactionID,SenderAccountNumber,ReceiverAccountNumber,Amount,TransferDatetime
950716,050-61-7466,532-16-1750,164888.5991,2021-02-20 03:42:37Z
982067,855-21-8447,683-00-5812,102358.9124,2021-06-25 12:03:50Z
510313,886-51-1363,060-21-3317,75339.68935,2021-01-14 11:15:45Z
151816,088-56-6634,611-71-0203,174357.1736,2021-05-27 14:40:18Z
651702,883-66-3870,820-62-2326,49850.39897,2021-06-27 05:38:51Z
901208,423-13-4375,402-45-6427,82887.17882,2021-01-10 21:45:43Z
239063,262-68-1121,827-22-6062,185946.603,2021-07-30 15:50:23Z
783245,560-48-1425,624-06-2107,26590.8057,2021-08-03 06:51:07Z
890876,415-36-3166,534-06-7335,183370.2513,2021-06-27 20:09:31Z
759908,272-72-6427,246-87-3132,177130.9201,2021-04-20 05:50:06Z
621593,705-77-5861,434-24-5776,148154.8567,2021-02-28 14:16:29Z
324670,726-55-0272,062-18-1716,61302.12053,2021-06-25 01:34:50Z
932039,738-62-1855,762-54-2442,17339.60273,2021-04-28 02:39:19Z
187458,241-68-2480,174-15-3773,129776.1721,2021-06-05 00:00:44Z
419609,535-50-6535,305-46-6381,184499.2038,2021-03-27 07:46:02Z
778871,145-15-6482,736-31-5657,173241.4305,2021-03-04 22:29:43Z
471666,566-64-8428,745-50-1433,114047.4562,2021-07-15 12:44:42Z
175141,430-15-6024,830-52-1651,39056.74318,2021-08-15 00:30:35Z
376139,653-40-1765,338-58-3601,24544.76662,2021-06-27 15:02:44Z
867483,178-66-4118,248-16-4677,140189.2047,2021-06-17 15:39:33Z
403215,852-00-8323,228-00-7826,76305.12384,2021-03-12 21:43:53Z
589574,514-65-8714,576-22-2236,151921.7526,2021-05-03 15:55:03Z
271153,878-10-8537,025-44-7058,19148.15798,2021-07-25 02:49:58Z
546966,646-01-7012,236-84-3454,155049.62,2021-01-27 08:19:58Z
565348,714-20-8170,600-23-4656,25981.29378,2021-03-16 04:07:56Z
206885,882-04-1325,871-10-4712,170706.4251,2021-05-21 08:57:48Z
403343,844-30-2613,785-65-8200,186099.9258,2021-06-09 19:13:56Z
188890,258-61-0744,048-82-5416,151515.1479,2021-09-02 15:01:03Z
774801,546-81-4528,483-67-1026,8950.964172,2021-07-28 04:15:09Z
747465,562-02-6725,525-77-1330,173492.8851,2021-06-16 09:22:15Z
155648,827-07-0132,045-61-4184,148776.4279,2021-02-15 14:34:33Z
136988,888-78-1742,050-61-7466,102632.6491,2021-05-05 03:12:16Z
646831,072-25-7603,855-21-8447,74254.39945,2021-06-09 04:40:07Z
798088,567-41-5342,886-51-1363,40712.27445,2021-06-08 09:02:09Z
689183,576-44-1300,088-56-6634,82983.72303,2021-07-21 19:49:38Z
472005,211-84-4005,883-66-3870,29702.80155,2021-08-02 17:31:35Z
320978,684-88-2707,423-13-4375,52728.98555,2021-05-18 15:15:48Z
343936,256-10-2086,262-68-1121,26798.62839,2021-07-09 22:23:11Z
363470,802-72-0825,560-48-1425,105328.626,2021-06-29 17:46:26Z
111412,857-13-2148,415-36-3166,145288.8735,2021-01-05 21:50:13Z
380121,426-78-2440,272-72-6427,196727.7735,2021-08-23 13:08:12Z
531515,833-10-4215,705-77-5861,95700.12221,2021-01-26 09:36:10Z
155968,724-64-0000,726-55-0272,20141.33112,2021-05-20 12:48:53Z
449827,513-53-4378,738-62-1855,27597.71059,2021-06-26 07:01:21Z
973350,726-25-8582,241-68-2480,34010.92943,2021-09-03 16:11:53Z
908449,211-26-8460,535-50-6535,105069.7476,2021-03-22 00:06:37Z
302928,140-01-8617,145-15-6482,57613.84399,2021-01-31 17:40:42Z
165342,671-30-0017,566-64-8428,96476.20618,2021-02-23 10:57:33Z
288044,027-30-2606,430-15-6024,126143.5739,2021-05-02 21:18:06Z
713147,406-42-0705,653-40-1765,185521.2894,2021-03-24 07:42:51Z
633260,332-18-5087,178-66-4118,63012.25922,2021-07-17 07:54:02Z
227146,673-72-3828,852-00-8323,26299.08953,2021-06-18 06:58:03Z
787726,866-20-8743,514-65-8714,53729.20187,2021-05-05 14:15:49Z
277132,266-30-3668,878-10-8537,17685.34921,2021-02-09 04:22:26Z
580697,435-57-2316,646-01-7012,3238.455813,2021-01-02 16:35:17Z
342975,885-18-6760,714-20-8170,1445.898926,2021-08-31 08:52:14Z
699837,561-13-2636,882-04-1325,31891.09805,2021-08-26 02:04:15Z
803727,574-27-2386,844-30-2613,59193.10996,2021-03-14 20:52:22Z
689427,736-32-4742,258-61-0744,186323.493,2021-07-14 05:03:26Z
380067,034-82-4477,546-81-4528,76834.64393,2021-04-16 06:36:13Z
927288,338-58-6732,562-02-6725,70487.06475,2021-04-26 15:09:56Z
678328,431-70-1077,827-07-0132,7033.682746,2021-03-27 09:25:00Z
218081,281-25-1765,888-78-1742,10958.8621,2021-08-19 18:23:30Z
471973,625-82-2217,072-25-7603,85610.84152,2021-08-31 22:58:19Z
988063,312-78-2310,567-41-5342,68666.36897,2021-04-02 13:55:32Z
828692,430-04-5447,576-44-1300,67941.08551,2021-07-01 19:07:00Z
573820,650-63-6154,211-84-4005,5285.081565,2021-01-06 11:19:11Z
679740,875-13-4278,684-88-2707,120568.4402,2021-01-20 12:19:55Z
471800,566-83-8044,256-10-2086,167126.5257,2021-05-23 15:44:53Z
522904,532-16-1750,802-72-0825,166420.2445,2021-05-02 02:53:12Z
401226,683-00-5812,857-13-2148,80291.36367,2021-06-01 14:15:48Z
556379,060-21-3317,426-78-2440,139590.8838,2021-08-12 21:47:14Z
988309,611-71-0203,833-10-4215,115819.9639,2021-02-04 05:06:05Z
121179,820-62-2326,724-64-0000,60768.85668,2021-05-22 17:07:12Z
261047,402-45-6427,513-53-4378,103597.8108,2021-07-15 21:35:10Z
721997,827-22-6062,726-25-8582,52786.67286,2021-04-30 16:01:23Z
754596,624-06-2107,211-26-8460,196188.555,2021-01-09 15:00:22Z
831440,534-06-7335,140-01-8617,133982.228,2021-01-30 08:28:21Z
875454,246-87-3132,671-30-0017,77395.29499,2021-05-05 11:35:00Z
311594,434-24-5776,027-30-2606,49032.68763,2021-06-05 11:26:28Z
260516,062-18-1716,406-42-0705,41613.9761,2021-02-26 20:48:11Z
649656,762-54-2442,332-18-5087,21000.26187,2021-01-29 22:28:02Z
105157,174-15-3773,673-72-3828,168317.9752,2021-02-16 18:35:35Z
909565,305-46-6381,866-20-8743,69283.14338,2021-03-15 02:57:49Z
775031,736-31-5657,266-30-3668,57806.43333,2021-03-26 07:06:31Z
663142,745-50-1433,435-57-2316,99391.505,2021-02-19 14:27:49Z
383028,830-52-1651,885-18-6760,175771.9446,2021-07-28 05:51:39Z
668090,338-58-3601,561-13-2636,56012.92502,2021-01-10 08:45:18Z
698614,248-16-4677,574-27-2386,43605.57055,2021-05-20 18:00:51Z
234981,228-00-7826,736-32-4742,32445.48484,2021-06-08 18:45:01Z
229447,576-22-2236,034-82-4477,104125.1436,2021-04-24 18:20:02Z
828621,025-44-7058,338-58-6732,30977.00197,2021-05-05 22:29:57Z
770352,236-84-3454,431-70-1077,57853.10187,2021-05-10 07:26:08Z
885124,600-23-4656,281-25-1765,90801.37619,2021-03-08 06:32:46Z
533857,871-10-4712,625-82-2217,97843.3116,2021-01-31 22:45:15Z
120294,785-65-8200,312-78-2310,15629.19051,2021-03-09 05:58:56Z
996079,048-82-5416,430-04-5447,23834.48309,2021-08-30 03:16:12Z
898081,483-67-1026,258-61-0744,765.5158331,2021-07-17 21:17:48Z
866539,525-77-1330,546-81-4528,185450.2594,2021-08-13 10:42:25Z
115256,045-61-4184,258-61-0744,136090.194,2021-06-02 13:01:10Z
499669,050-61-7466,546-81-4528,43273.5548,2021-03-05 00:49:25Z
618821,855-21-8447,258-61-0744,44014.53495,2021-06-09 09:50:03Z
741586,886-51-1363,258-61-0744,120724.0724,2021-07-25 15:22:43Z
887923,088-56-6634,546-81-4528,128194.1996,2021-01-31 03:02:35Z
606432,883-66-3870,650-63-6154,56875.66326,2021-07-19 10:50:52Z
150407,423-13-4375,875-13-4278,151943.4842,2021-01-26 16:15:53Z
257862,262-68-1121,566-83-8044,161011.3521,2021-01-05 13:04:26Z
354713,560-48-1425,532-16-1750,166787.2653,2021-05-14 12:43:12Z
235519,415-36-3166,683-00-5812,155543.2234,2021-02-15 19:07:45Z
653117,272-72-6427,060-21-3317,104334.563,2021-02-16 15:03:25Z
823631,705-77-5861,611-71-0203,45442.9966,2021-07-21 16:58:29Z
331177,726-55-0272,820-62-2326,83666.89994,2021-08-02 16:30:38Z
195105,738-62-1855,402-45-6427,138170.046,2021-04-12 17:25:49Z
525591,241-68-2480,827-22-6062,130601.419,2021-03-04 11:49:20Z
113647,535-50-6535,624-06-2107,120803.3193,2021-02-26 21:20:15Z
606661,145-15-6482,534-06-7335,47781.01355,2021-06-27 16:48:37Z
416073,566-64-8428,246-87-3132,97899.4048,2021-09-04 21:56:26Z
175107,430-15-6024,434-24-5776,104031.0287,2021-05-05 02:38:26Z
238920,653-40-1765,062-18-1716,92851.56978,2021-05-15 07:28:15Z
481726,178-66-4118,762-54-2442,114810.1595,2021-04-24 05:08:42Z
726861,852-00-8323,174-15-3773,102316.1739,2021-08-04 15:46:09Z
555861,514-65-8714,305-46-6381,164637.9457,2021-03-27 03:53:48Z
984401,878-10-8537,736-31-5657,137837.8841,2021-04-27 01:42:40Z
568097,646-01-7012,745-50-1433,176379.0465,2021-05-26 09:17:10Z
174826,714-20-8170,830-52-1651,94673.4298,2021-09-06 18:44:16Z
849820,882-04-1325,338-58-3601,107479.6877,2021-02-17 20:13:07Z
479278,844-30-2613,248-16-4677,76810.42873,2021-06-21 19:15:39Z
573455,258-61-0744,228-00-7826,171534.8745,2021-04-15 14:04:14Z
284490,546-81-4528,576-22-2236,150925.7923,2021-01-15 00:36:05Z
871095,562-02-6725,025-44-7058,8884.412317,2021-01-09 14:34:00Z
395856,827-07-0132,236-84-3454,186048.1944,2021-01-02 17:36:11Z
627898,888-78-1742,600-23-4656,87301.58413,2021-03-19 20:41:29Z
212667,072-25-7603,871-10-4712,130747.5955,2021-01-04 00:43:27Z
227065,567-41-5342,785-65-8200,176087.6142,2021-01-05 16:09:25Z
822609,576-44-1300,048-82-5416,132520.6305,2021-03-01 20:44:04Z
602118,211-84-4005,483-67-1026,6296.280667,2021-03-18 14:04:23Z
363080,684-88-2707,525-77-1330,26452.60574,2021-07-30 18:03:44Z
288805,256-10-2086,045-61-4184,41826.84689,2021-03-22 00:22:24Z
465992,802-72-0825,050-61-7466,92662.34095,2021-08-25 01:28:35Z
980699,857-13-2148,855-21-8447,110006.5892,2021-01-29 07:42:12Z
168461,426-78-2440,886-51-1363,31189.65567,2021-04-15 00:38:36Z
304368,833-10-4215,088-56-6634,3839.594557,2021-07-19 07:36:42Z
301799,724-64-0000,883-66-3870,98280.25195,2021-06-25 22:50:27Z
763628,513-53-4378,423-13-4375,51201.17146,2021-04-18 15:51:55Z
669391,726-25-8582,262-68-1121,674.5935049,2021-03-01 13:50:55Z
357219,211-26-8460,560-48-1425,184562.0522,2021-08-31 02:57:02Z
777980,140-01-8617,415-36-3166,24083.06229,2021-04-22 11:17:00Z
806840,671-30-0017,272-72-6427,18242.59597,2021-07-02 18:43:25Z
860063,027-30-2606,705-77-5861,73380.83735,2021-07-17 22:51:20Z
411950,406-42-0705,726-55-0272,44952.59465,2021-02-21 10:42:10Z
812498,332-18-5087,738-62-1855,44608.87998,2021-01-17 21:01:51Z
982863,673-72-3828,241-68-2480,120900.7634,2021-03-08 02:16:13Z
107209,866-20-8743,535-50-6535,134761.7547,2021-04-02 02:15:17Z
277061,266-30-3668,145-15-6482,37630.4038,2021-08-31 10:28:10Z
313901,435-57-2316,566-64-8428,109566.4361,2021-07-24 18:54:08Z
140121,885-18-6760,430-15-6024,1356.17768,2021-06-02 07:23:31Z
801924,561-13-2636,653-40-1765,179656.7881,2021-03-21 08:54:42Z
450108,574-27-2386,178-66-4118,24100.53178,2021-02-15 04:45:28Z
367483,736-32-4742,852-00-8323,63683.6035,2021-03-26 07:03:46Z
335274,034-82-4477,514-65-8714,72400.37581,2021-01-26 08:28:28Z
667577,338-58-6732,878-10-8537,67625.0992,2021-09-06 11:33:03Z
288720,431-70-1077,646-01-7012,132762.8574,2021-06-16 06:00:24Z
147818,281-25-1765,714-20-8170,160853.7611,2021-04-03 09:06:05Z
358510,625-82-2217,882-04-1325,155771.9871,2021-07-15 21:00:47Z
864858,312-78-2310,844-30-2613,56424.27325,2021-07-08 10:33:48Z
972031,430-04-5447,258-61-0744,16928.77918,2021-03-17 08:45:34Z
911494,650-63-6154,546-81-4528,169456.2416,2021-02-02 02:13:55Z
196080,875-13-4278,562-02-6725,162523.1759,2021-01-19 06:15:07Z
764773,566-83-8044,827-07-0132,27060.06789,2021-06-03 18:35:21Z
558264,532-16-1750,888-78-1742,144398.2863,2021-01-01 05:55:23Z
799124,683-00-5812,072-25-7603,53342.46975,2021-05-18 21:16:36Z
957670,060-21-3317,567-41-5342,45452.71406,2021-07-10 13:45:28Z
497940,611-71-0203,576-44-1300,16436.48983,2021-06-05 02:48:36Z
490352,820-62-2326,211-84-4005,10546.20493,2021-09-06 19:13:19Z
223182,402-45-6427,684-88-2707,89021.80852,2021-01-07 05:16:32Z
997278,827-22-6062,256-10-2086,156878.1348,2021-03-14 02:14:17Z
688740,624-06-2107,802-72-0825,36985.94392,2021-03-26 05:00:05Z
198748,534-06-7335,857-13-2148,181691.7226,2021-01-22 19:32:13Z
898707,246-87-3132,426-78-2440,195315.1563,2021-08-11 06:08:38Z
475561,434-24-5776,833-10-4215,15768.92375,2021-07-02 08:07:45Z
786638,062-18-1716,724-64-0000,79539.67926,2021-03-31 22:25:00Z
782310,762-54-2442,513-53-4378,78962.68827,2021-05-01 07:24:08Z
453523,174-15-3773,726-25-8582,62544.25203,2021-01-09 07:38:03Z
446302,305-46-6381,211-26-8460,154629.2446,2021-02-20 12:56:14Z
208788,736-31-5657,140-01-8617,155702.4414,2021-05-25 08:29:11Z
217632,745-50-1433,671-30-0017,194113.9566,2021-06-01 15:50:53Z
277018,830-52-1651,027-30-2606,132082.6235,2021-01-28 03:19:11Z
338857,338-58-3601,406-42-0705,146122.0983,2021-05-08 11:00:21Z
681639,248-16-4677,332-18-5087,72991.17895,2021-06-07 16:22:48Z
564548,228-00-7826,673-72-3828,74076.1115,2021-05-02 08:00:52Z
261084,576-22-2236,866-20-8743,123213.0732,2021-05-21 22:40:04Z
661216,025-44-7058,266-30-3668,104928.3199,2021-03-14 19:40:50Z
287745,236-84-3454,435-57-2316,170411.9915,2021-07-01 11:28:09Z
607364,600-23-4656,885-18-6760,99172.52425,2021-03-08 07:12:13Z
331764,871-10-4712,561-13-2636,146758.8663,2021-05-16 14:37:44Z
125582,785-65-8200,574-27-2386,54574.30955,2021-05-23 18:10:28Z
241985,048-82-5416,736-32-4742,127532.8314,2021-06-08 18:06:16Z
316081,483-67-1026,034-82-4477,133618.9871,2021-07-24 16:41:28Z
429823,525-77-1330,338-58-6732,167440.7222,2021-05-24 20:30:08Z
943177,045-61-4184,431-70-1077,66655.39663,2021-08-30 00:04:36Z
471913,050-61-7466,281-25-1765,9854.23956,2021-02-25 10:08:06Z
751045,855-21-8447,625-82-2217,85437.67017,2021-04-05 06:43:24Z
637501,886-51-1363,312-78-2310,162267.9628,2021-03-31 21:15:56Z
479263,088-56-6634,430-04-5447,180959.2876,2021-01-02 06:21:50Z
885908,883-66-3870,430-04-5447,141026.0885,2021-05-21 07:19:58Z
525524,423-13-4375,650-63-6154,155381.0892,2021-07-06 08:22:38Z
261958,262-68-1121,875-13-4278,189095.3553,2021-03-25 17:35:36Z
844373,560-48-1425,566-83-8044,67415.98419,2021-04-07 17:55:50Z
380502,415-36-3166,532-16-1750,15953.7174,2021-04-30 17:28:26Z
430043,272-72-6427,683-00-5812,69742.09123,2021-06-09 17:02:02Z
452629,705-77-5861,060-21-3317,83563.65258,2021-05-09 17:15:47Z
719215,726-55-0272,611-71-0203,62367.5353,2021-01-29 19:38:04Z
625338,738-62-1855,820-62-2326,55418.48241,2021-04-29 01:42:39Z
258257,241-68-2480,402-45-6427,28139.28128,2021-04-23 10:15:41Z
286930,535-50-6535,827-22-6062,97507.18368,2021-05-15 20:45:28Z
348081,145-15-6482,624-06-2107,184713.6781,2021-05-25 04:14:52Z
796925,566-64-8428,534-06-7335,143985.6114,2021-08-18 11:10:41Z
424219,430-15-6024,246-87-3132,14631.78155,2021-07-19 05:06:24Z
664857,653-40-1765,434-24-5776,49396.17302,2021-07-07 15:19:06Z
923286,178-66-4118,062-18-1716,89503.32428,2021-05-30 13:30:48Z
517520,852-00-8323,762-54-2442,26213.36446,2021-02-11 21:12:57Z
355413,514-65-8714,174-15-3773,26558.66226,2021-05-20 02:56:57Z
273825,878-10-8537,305-46-6381,104225.288,2021-07-31 11:35:10Z
625158,646-01-7012,736-31-5657,189968.5011,2021-05-19 02:00:08Z
907224,714-20-8170,745-50-1433,131760.0554,2021-03-19 04:30:58Z
241943,882-04-1325,830-52-1651,61763.85445,2021-02-07 18:57:01Z
281819,844-30-2613,338-58-3601,8816.922787,2021-05-25 01:46:41Z
282764,258-61-0744,248-16-4677,72957.80417,2021-04-16 16:08:46Z
133513,546-81-4528,228-00-7826,11339.2301,2021-03-16 04:19:10Z
832256,562-02-6725,576-22-2236,60289.74291,2021-04-15 22:12:07Z
971109,827-07-0132,025-44-7058,124639.2311,2021-04-22 05:11:26Z
302600,888-78-1742,236-84-3454,109036.7762,2021-02-06 03:51:06Z
729737,072-25-7603,600-23-4656,189837.5361,2021-01-12 10:51:39Z
578202,567-41-5342,871-10-4712,8318.206964,2021-04-17 07:21:34Z
185383,576-44-1300,785-65-8200,125619.3556,2021-01-29 03:23:10Z
435731,211-84-4005,048-82-5416,140362.3867,2021-03-19 09:14:00Z
800168,684-88-2707,483-67-1026,154118.0627,2021-01-12 22:28:04Z
657383,256-10-2086,525-77-1330,23061.78545,2021-06-21 04:45:27Z
658894,802-72-0825,045-61-4184,49642.5278,2021-08-10 21:45:40Z
127296,857-13-2148,050-61-7466,16312.79935,2021-07-18 15:00:24Z
735972,426-78-2440,855-21-8447,120546.4744,2021-08-02 08:47:19Z
186497,833-10-4215,886-51-1363,126620.6581,2021-05-11 18:33:47Z
900054,724-64-0000,088-56-6634,37408.48105,2021-01-16 16:21:37Z
564228,513-53-4378,883-66-3870,79282.10764,2021-04-05 12:14:03Z
297573,726-25-8582,423-13-4375,48431.69708,2021-01-07 21:04:44Z
403592,211-26-8460,262-68-1121,57802.81345,2021-06-16 03:11:13Z
467507,140-01-8617,560-48-1425,52802.30593,2021-08-17 03:41:51Z
402444,671-30-0017,415-36-3166,151327.5494,2021-07-20 09:18:41Z
467093,027-30-2606,272-72-6427,165956.4265,2021-02-20 14:47:53Z
435433,406-42-0705,705-77-5861,91799.06134,2021-07-17 11:14:35Z
818344,332-18-5087,726-55-0272,190064.9513,2021-06-01 00:28:53Z
316549,673-72-3828,738-62-1855,177006.9493,2021-02-07 06:13:38Z
804241,866-20-8743,241-68-2480,191091.0923,2021-07-03 05:46:15Z
109296,266-30-3668,535-50-6535,54020.88858,2021-01-08 21:17:22Z
377831,435-57-2316,145-15-6482,25946.66013,2021-06-02 00:55:23Z
251027,885-18-6760,566-64-8428,127152.3203,2021-07-03 08:50:04Z
788013,561-13-2636,430-15-6024,62236.29904,2021-06-30 01:07:47Z
473330,574-27-2386,653-40-1765,145473.2322,2021-02-08 08:22:29Z
567499,736-32-4742,178-66-4118,100754.3768,2021-05-13 10:58:08Z
490665,034-82-4477,852-00-8323,176267.6795,2021-02-06 16:46:49Z
750303,338-58-6732,514-65-8714,60179.92668,2021-04-29 22:27:05Z
362128,431-70-1077,878-10-8537,146838.9853,2021-07-20 02:10:04Z
785148,281-25-1765,646-01-7012,56811.85793,2021-02-24 04:40:56Z
461630,625-82-2217,714-20-8170,39613.25186,2021-02-16 15:15:21Z
181371,312-78-2310,882-04-1325,2594.367301,2021-08-01 01:18:02Z
782980,430-04-5447,844-30-2613,41535.40133,2021-08-30 05:31:19Z
